username,total_reports,valid_reports,avg_vote_count,verified_status,cleared_status,specialization,valid_percentage
hackeronesurya,1,0,5.0,False,False,Improper Authentication - Generic,0.0
hackers_,1,0,33.0,False,False,Heap Overflow,0.0
hackervision,1,0,7.0,False,False,Improper Restriction of Authentication Attempts,0.0
hackheaven,1,1,2.0,False,False,Violation of Secure Design Principles,100.0
hackheaven123,1,1,6.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
hackinggiant,1,0,1.0,False,False,,0.0
hackipy,1,0,6.0,True,False,Client-Side Enforcement of Server-Side Security,0.0
avileox,1,1,8.0,True,False,,100.0
hacklikeapro,1,0,2.0,False,False,Cross-site Scripting (XSS) - Generic,0.0
hackrzvijay,1,1,114.0,False,False,Privilege Escalation,100.0
hackthedevil,1,1,19.0,False,False,Privilege Escalation,100.0
egoist233,1,1,117.0,True,False,Server-Side Request Forgery (SSRF),100.0
eg42,1,1,15.0,False,False,Server-Side Request Forgery (SSRF),100.0
no_thing,1,1,14.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
clubbable,1,1,38.0,True,False,Information Disclosure,100.0
chuu,1,1,10.0,False,False,Improper Authentication - Generic,100.0
benzetaa,1,1,67.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
cj862530,1,0,8.0,False,False,Cryptographic Issues - Generic,0.0
ckerha,1,1,27.0,False,False,Missing Authorization,100.0
classifled,1,0,6.0,False,False,,0.0
bensmyth,1,1,7.0,False,False,Inconsistency Between Implementation and Documented Design,100.0
clem1,1,1,4.0,False,False,Memory Corruption - Generic,100.0
clew,1,1,34.0,False,False,Improper Restriction of Authentication Attempts,100.0
cmuppin,1,1,40.0,False,False,Privilege Escalation,100.0
chroduath,1,0,12.0,False,False,Privacy Violation,0.0
co0nan,1,1,8.0,False,False,Violation of Secure Design Principles,100.0
co0sin,1,1,45.0,False,False,Code Injection,100.0
benmmurphy,1,1,6.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
benkhlifafahmi,1,1,9.0,False,False,Cross-Site Request Forgery (CSRF),100.0
colemanj,1,1,5.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
cometome780,1,0,14.0,False,False,Information Exposure Through an Error Message,0.0
commandersnuggle,1,1,102.0,False,False,Improper Access Control - Generic,100.0
complex,1,1,28.0,False,False,Cross-site Scripting (XSS) - DOM,100.0
chutchut,1,1,14.0,False,False,SQL Injection,100.0
chriszielinski,1,1,15.0,False,False,Privacy Violation,100.0
eequalsmc2,1,1,75.0,False,False,Business Logic Errors,100.0
bhmth,1,1,11.0,False,False,Server-Side Request Forgery (SSRF),100.0
cassiomcampos,1,1,71.0,False,False,,100.0
caue,1,1,49.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
ccppuu,1,1,5.0,False,False,Classic Buffer Overflow,100.0
bibek1,1,0,1.0,False,False,UI Redressing (Clickjacking),0.0
cdpython,1,0,3.0,False,False,Code Injection,0.0
bi7s,1,1,26.0,False,False,,100.0
cforu12,1,1,51.0,False,False,Cross-Site Request Forgery (CSRF),100.0
ch1ck3n42,1,1,33.0,False,False,Unchecked Error Condition,100.0
chackmate,1,1,11.0,True,False,Improper Access Control - Generic,100.0
christianaugust,1,1,27.0,False,False,OS Command Injection,100.0
bhishma14,1,1,39.0,False,False,Code Injection,100.0
beyondchain,1,1,4.0,False,False,Uncontrolled Resource Consumption,100.0
charan-eis,1,1,1.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
berserkbd47,1,1,32.0,True,False,Information Disclosure,100.0
chipped,1,1,21.0,False,False,Privilege Escalation,100.0
bernhardposselt,1,1,9.0,False,False,Improper Access Control - Generic,100.0
chj2934,1,1,35.0,True,False,Cross-site Scripting (XSS) - Stored,100.0
chrisseaton,1,1,8.0,False,False,,100.0
computerality,1,1,72.0,False,False,Command Injection - Generic,100.0
computerk,1,1,2.0,False,False,Improper Authentication - Generic,100.0
comwrg,1,1,35.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
behzad900,1,0,2.0,False,False,Cross-Site Request Forgery (CSRF),0.0
beksem35,1,0,4.0,False,False,Insecure Direct Object Reference (IDOR),0.0
cult,1,1,8.0,False,False,Improper Access Control - Generic,100.0
cunn,1,1,18.0,False,False,,100.0
cure53,1,1,67.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
curiositysec,1,1,9.0,True,True,Improper Restriction of Authentication Attempts,100.0
cutcoin,1,1,9.0,False,False,Resource Injection,100.0
cutedoggo,1,1,34.0,False,False,Server-Side Request Forgery (SSRF),100.0
cutejoker,1,1,1.0,False,False,Violation of Secure Design Principles,100.0
cxshakal,1,1,25.0,False,False,Missing Encryption of Sensitive Data,100.0
benhayak,1,1,1.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
beezlewaxin,1,1,87.0,False,False,Information Disclosure,100.0
cyber-tech,1,1,36.0,True,False,XML External Entities (XXE),100.0
cyber_world_01,1,1,5.0,False,False,Improper Authentication - Generic,100.0
cyberasset,1,1,8.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
cyberattacker,1,1,1.0,False,False,Cryptographic Issues - Generic,100.0
cyberguardianrd,1,0,19.0,False,False,Classic Buffer Overflow,0.0
cyberinsane,1,1,27.0,False,False,SQL Injection,100.0
cyberworlcload,1,1,11.0,False,False,Improper Restriction of Authentication Attempts,100.0
cthulhufhtagn,1,1,18.0,True,False,Server Side Request Forgery,100.0
csc_,1,1,15.0,True,True,Business Logic Errors,100.0
benamarouche,1,1,5.0,False,False,Information Disclosure,100.0
cryptordx,1,1,51.0,False,False,Information Disclosure,100.0
coreyd97,1,1,18.0,True,False,Command Injection - Generic,100.0
coreyfarrell,1,0,3.0,False,False,Code Injection,0.0
cornerpirate,1,0,2.0,False,False,OS Command Injection,0.0
corraldev,1,1,13.0,False,False,Server-Side Request Forgery (SSRF),100.0
corryl,1,1,185.0,False,False,Client-Side Enforcement of Server-Side Security,100.0
covertlyovert,1,1,18.0,False,False,Insecure Direct Object Reference (IDOR),100.0
cqoicebordel,1,1,1.0,False,False,Open Redirect,100.0
cr4zyrud,1,0,6.0,False,False,Information Disclosure,0.0
cracko,1,0,0.0,False,False,Cleartext Storage of Sensitive Information,0.0
bengl,1,1,0.0,False,False,Improper Following of a Certificate's Chain of Trust,100.0
cre8,1,1,20.0,False,False,Uncontrolled Resource Consumption,100.0
creased,1,1,8.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
creid,1,0,1.0,False,False,Use After Free,0.0
cris-staicu,1,1,49.0,False,False,Privacy Violation,100.0
bencode,1,1,28.0,False,False,Improper Access Control - Generic,100.0
cruxn3t,1,1,2.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
benburrill,1,1,0.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
carl_schwan,1,1,6.0,False,False,Improper Access Control - Generic,100.0
cardinal,1,1,1.0,False,False,,100.0
cardangi,1,0,8.0,False,False,Classic Buffer Overflow,0.0
brainpanic,1,1,10.0,False,False,Open Redirect,100.0
blablaa,1,0,1.0,False,False,UI Redressing (Clickjacking),0.0
boynamedboy,1,1,65.0,False,False,Improper Access Control - Generic,100.0
bp0lr,1,1,1.0,False,False,Path Traversal,100.0
br33z3,1,1,54.0,False,False,Open Redirect,100.0
br3ach,1,1,11.0,False,False,Violation of Secure Design Principles,100.0
brad07,1,1,43.0,False,False,Violation of Secure Design Principles,100.0
bradgeesaman,1,0,2.0,False,False,Uncontrolled Resource Consumption,0.0
brain,1,1,1.0,False,False,Violation of Secure Design Principles,100.0
brainspere402,1,1,3.0,False,False,Violation of Secure Design Principles,100.0
bugbasher,1,1,3.0,False,False,Out-of-bounds Read,100.0
bjornruytenberg,1,1,2.0,False,False,Information Disclosure,100.0
brbsainath,1,1,15.0,True,False,OS Command Injection,100.0
brdoors2,1,1,4.0,False,False,Violation of Secure Design Principles,100.0
bjoernv,1,1,9.0,False,False,Weak Cryptography for Passwords,100.0
brodie_codie,1,1,3.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
brook2,1,1,2.0,False,False,Information Disclosure,100.0
brthnc,1,1,4.0,False,False,Uncontrolled Resource Consumption,100.0
bruteforce,1,0,3.0,False,False,,0.0
black_b,1,1,14.0,True,True,Cross-site Scripting (XSS) - Reflected,100.0
blackangel11,1,1,14.0,False,False,Cross-Site Request Forgery (CSRF),100.0
blackb0xl33t,1,0,1.0,False,False,Information Disclosure,0.0
boobalan123,1,1,12.0,False,False,Information Exposure Through Debug Information,100.0
blarsen,1,1,14.0,False,False,Buffer Over-read,100.0
blash41,1,0,0.0,False,False,,0.0
blubluuu,1,1,61.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
bluebridsec,1,1,11.0,False,False,SQL Injection,100.0
blackxxhat,1,0,2.0,False,False,,0.0
blurbdust,1,1,35.0,False,False,Privilege Escalation,100.0
bm666,1,1,1.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
bncrypted,1,1,17.0,False,False,Improper Restriction of Authentication Attempts,100.0
bnr,1,0,2.0,False,False,,0.0
bo0om,1,1,6.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
bobby6102000,1,1,94.0,False,False,,100.0
blackviper21,1,0,0.0,False,False,Improper Authentication - Generic,0.0
blacksdawn,1,1,1.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
blackni9ht,1,1,25.0,False,False,Uncontrolled Resource Consumption,100.0
bohwaz,1,1,5.0,False,False,Improper Removal of Sensitive Information Before Storage or Transfer,100.0
blackdex,1,1,10.0,False,False,Improper Access Control - Generic,100.0
bonikia97,1,1,52.0,False,False,Information Disclosure,100.0
bryanstern,1,0,8.0,False,False,Cryptographic Issues - Generic,0.0
bugbound,1,1,9.0,False,False,Cross-Site Request Forgery (CSRF),100.0
captaingeech,1,1,3.0,False,False,Violation of Secure Design Principles,100.0
biest,1,1,18.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
c0rdis,1,1,5.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
c1kada,1,1,5.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
c1ph3r1st,1,1,91.0,False,False,Improper Access Control - Generic,100.0
bigshape,1,1,21.0,False,False,Code Injection,100.0
c4rrilat0rr,1,1,10.0,True,False,Open Redirect,100.0
c666a323be94d57,1,1,30.0,False,False,Code Injection,100.0
c_j_27,1,0,1.0,False,False,Uncontrolled Resource Consumption,0.0
bigchonk,1,1,4.0,False,False,Authentication Bypass Using an Alternate Path or Channel,100.0
caffeinewriter,1,1,12.0,False,False,Improper Authentication - Generic,100.0
bitsscrambler,1,1,10.0,True,True,Insecure Storage of Sensitive Information,100.0
bibo,1,1,7.0,True,True,Information Disclosure,100.0
calvium,1,1,10.0,False,False,Information Disclosure,100.0
cametome006,1,1,10.0,True,False,Information Disclosure,100.0
cancerz,1,1,41.0,True,False,Cross-site Scripting (XSS) - Reflected,100.0
candux,1,1,1.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
cankat,1,1,11.0,True,False,Information Disclosure,100.0
caon,1,0,7.0,True,True,Relative Path Traversal,0.0
capripio,1,1,1.0,False,False,Open Redirect,100.0
c0narp,1,1,8.0,False,False,Business Logic Errors,100.0
c0mbo,1,1,21.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
c0d3p1ut0s,1,1,4.0,False,False,Deserialization of Untrusted Data,100.0
c0d3fire,1,0,0.0,False,False,Cryptographic Issues - Generic,0.0
buggi3,1,1,35.0,True,False,Server-Side Request Forgery (SSRF),100.0
bughunter_h1_bughunter,1,0,5.0,False,False,Remote File Inclusion,0.0
bughunterpol,1,1,16.0,False,False,Information Disclosure,100.0
bugkillerak,1,0,1.0,False,False,,0.0
bugme,1,0,3.0,False,False,Information Disclosure,0.0
bitk,1,1,17.0,False,False,Uncontrolled Resource Consumption,100.0
bugwrangler,1,1,7.0,False,False,Information Disclosure,100.0
bull,1,1,83.0,True,True,Cross-Site Request Forgery (CSRF),100.0
buraaqsec,1,1,79.0,True,True,Improper Access Control - Generic,100.0
burpman07,1,1,6.0,False,False,Improper Authentication - Generic,100.0
bushido-x,1,1,8.0,False,False,Phishing,100.0
bx00,1,1,23.0,False,False,,100.0
bx_1,1,1,9.0,False,False,,100.0
byc_404,1,1,10.0,False,False,,100.0
bytebunny,1,1,16.0,False,False,Insecure Direct Object Reference (IDOR),100.0
bytehope,1,1,23.0,False,False,Buffer Over-read,100.0
bywalks,1,1,44.0,False,False,,100.0
cybrot,1,0,1.0,False,False,Violation of Secure Design Principles,0.0
cybxis,1,1,43.0,True,True,Privilege Escalation,100.0
cyc0rpion,1,1,6.0,False,False,Reliance on Untrusted Inputs in a Security Decision,100.0
dn24,1,1,20.0,True,True,Cross-site Scripting (XSS) - Stored,100.0
dj4ng0d2,1,1,26.0,True,True,Cross-site Scripting (XSS) - Stored,100.0
djamel-ghorab,1,1,2.0,False,False,Violation of Secure Design Principles,100.0
djamelghorab,1,0,5.0,False,False,Open Redirect,0.0
djspinmonkey,1,0,6.0,False,False,Open Redirect,0.0
dk4trin,1,1,33.0,True,False,Server-Side Request Forgery (SSRF),100.0
batee5a,1,1,11.0,False,False,Information Disclosure,100.0
dmc,1,1,2.0,False,False,Violation of Secure Design Principles,100.0
dmonsterrr,1,1,14.0,False,False,Violation of Secure Design Principles,100.0
do_some_hack,1,1,48.0,False,False,Insecure Direct Object Reference (IDOR),100.0
doyensec,1,1,13.0,False,False,Uncontrolled Resource Consumption,100.0
doctor_spooky,1,1,5.0,False,False,Unrestricted Upload of File with Dangerous Type,100.0
doglife,1,0,2.0,False,False,Cryptographic Issues - Generic,0.0
donnchac,1,1,6.0,False,False,Command Injection - Generic,100.0
donthackme,1,0,1.0,False,False,Violation of Secure Design Principles,0.0
doomerhunter,1,1,48.0,True,True,Improper Access Control - Generic,100.0
bate5a,1,1,1.0,True,False,Insecure Direct Object Reference (IDOR),100.0
dor1s,1,1,38.0,False,False,Improper Authentication - Generic,100.0
dostoevskylabs,1,1,72.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
dirtycoder,1,1,1.0,True,True,Cross-site Scripting (XSS) - Generic,100.0
dirtybit,1,1,1.0,False,False,Memory Corruption - Generic,100.0
dingleberryfarts,1,0,6.0,False,False,Uncontrolled Resource Consumption,0.0
dineshvicky,1,1,18.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
dexter0us,1,1,15.0,True,True,SQL Injection,100.0
dftrace,1,0,1.0,False,False,Cleartext Transmission of Sensitive Information,0.0
batuhanu,1,1,23.0,False,False,Open Redirect,100.0
dgollahon,1,1,4.0,False,False,Memory Corruption - Generic,100.0
dhakal_bibek,1,1,66.0,False,False,,100.0
dhamu007,1,0,3.0,False,False,Violation of Secure Design Principles,0.0
dhananjay09,1,0,6.0,False,False,Business Logic Errors,0.0
dhanjo,1,1,10.0,False,False,Cross-Site Request Forgery (CSRF),100.0
battle_angel,1,1,21.0,True,True,Code Injection,100.0
dhiraj-mishra,1,0,1.0,True,False,Improper Authentication - Generic,0.0
diabllo,1,1,31.0,False,False,Write-what-where Condition,100.0
dianeme,1,1,32.0,False,False,Improper Authentication - Generic,100.0
dianeme_,1,1,4.0,False,False,Improper Authentication - Generic,100.0
digitalsurgn,1,1,2.0,False,False,Information Disclosure,100.0
batman9,1,0,6.0,False,False,Information Disclosure,0.0
dilip_prakash,1,0,0.0,False,False,Violation of Secure Design Principles,0.0
dinesh07,1,0,2.0,False,False,Improper Access Control - Generic,0.0
doug18,1,0,2.0,False,False,Violation of Secure Design Principles,0.0
bashlogic,1,1,3.0,False,False,,100.0
devokta,1,1,13.0,False,False,,100.0
e26174222,1,1,41.0,False,False,Improper Authentication - Generic,100.0
dvudvudvu,1,1,30.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
dwimmerlaik,1,1,71.0,False,False,Information Disclosure,100.0
dwisiswant0,1,1,10.0,False,False,Path Traversal,100.0
dxcoder,1,1,76.0,True,False,Information Disclosure,100.0
dylan-ts,1,1,2.0,False,False,Deserialization of Untrusted Data,100.0
barsainya,1,0,1.0,False,False,Information Disclosure,0.0
dyoon,1,1,17.0,False,False,Insecure Direct Object Reference (IDOR),100.0
barracud4_,1,1,16.0,True,False,XML External Entities (XXE),100.0
e333jsjs7se,1,0,8.0,False,False,Information Disclosure,0.0
dpredrag,1,0,0.0,False,False,Cryptographic Issues - Generic,0.0
bannedit,1,1,4.0,False,False,,100.0
bandjes,1,1,45.0,False,False,,100.0
e4366eolywrgpidfbio,1,1,14.0,True,True,Information Disclosure,100.0
baltpeter,1,1,11.0,False,False,OS Command Injection,100.0
ec0,1,0,11.0,True,True,Improper Access Control - Generic,0.0
ech0fr,1,1,5.0,False,False,Information Disclosure,100.0
edent,1,1,73.0,False,False,Privacy Violation,100.0
eeko,1,1,3.0,False,False,Violation of Secure Design Principles,100.0
dvl,1,1,3.0,True,False,Improper Authentication - Generic,100.0
duesee,1,1,74.0,False,False,Cryptographic Issues - Generic,100.0
dudez,1,1,32.0,True,True,Information Disclosure,100.0
duahaubadao,1,1,13.0,True,True,Server-Side Request Forgery (SSRF),100.0
dr34m14,1,1,50.0,False,False,Cross-Site Request Forgery (CSRF),100.0
dr_akm,1,1,5.0,True,False,Improper Restriction of Authentication Attempts,100.0
bashketchum,1,1,35.0,False,False,Privilege Escalation,100.0
dracoludio,1,1,25.0,False,False,Cross-site Scripting (XSS) - DOM,100.0
dragonfire_inc,1,1,1.0,False,False,,100.0
dragonjar,1,1,38.0,True,True,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),100.0
drak3hft7,1,1,5.0,True,True,Information Disclosure,100.0
dreamispossible,1,0,6.0,False,False,Improper Restriction of Authentication Attempts,0.0
dremos,1,0,4.0,False,False,Violation of Secure Design Principles,0.0
dreyand_,1,1,32.0,False,False,Privilege Escalation,100.0
drosofraymaybe,1,0,3.0,False,False,,0.0
drrichardmatthews,1,1,44.0,False,False,Server-Side Request Forgery (SSRF),100.0
drspitfire,1,0,8.0,False,False,Cross-Site Request Forgery (CSRF),0.0
drstrnegth,1,1,1.0,False,False,Open Redirect,100.0
drwx,1,0,0.0,False,False,Improper Access Control - Generic,0.0
base_64,1,1,8.0,True,True,Insecure Direct Object Reference (IDOR),100.0
dtattoedhackers,1,1,6.0,False,False,,100.0
dewcode91,1,1,42.0,True,False,Insecure Direct Object Reference (IDOR),100.0
devil13,1,1,50.0,False,False,Open Redirect,100.0
cyku,1,1,117.0,False,False,OS Command Injection,100.0
danielchatfield,1,1,3.0,False,False,,100.0
daehee,1,1,2.0,False,False,Information Disclosure,100.0
dago_669,1,1,3.0,False,False,Improper Authentication - Generic,100.0
daik0n,1,1,26.0,False,False,Privilege Escalation,100.0
be6bfca755e616cb69c1a51,1,1,4.0,False,False,,100.0
damn007,1,0,7.0,False,False,Open Redirect,0.0
danangtriatmaja,1,1,47.0,False,False,Improper Authentication - Generic,100.0
dangkhai0x21,1,1,19.0,False,False,Code Injection,100.0
daniel_v,1,1,21.0,False,False,,100.0
danieljpp,1,1,3.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
darkc0d3,1,1,41.0,True,True,Information Disclosure,100.0
danielllewellyn,1,1,46.0,False,False,Path Traversal,100.0
danielmarjamaki,1,0,1.0,False,False,Improper Input Validation,0.0
danielsagi,1,0,1.0,False,False,Privilege Escalation,0.0
be327e0cff8893bf8ab8592,1,0,5.0,False,False,UI Redressing (Clickjacking),0.0
bd_01,1,0,5.0,False,False,SQL Injection,0.0
danse,1,1,6.0,False,False,Uncontrolled Resource Consumption,100.0
bcobain23,1,1,136.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
bcc20c71c2f1f135afb8c3b,1,1,25.0,False,False,Information Disclosure,100.0
dade,1,1,34.0,False,False,Man-in-the-Middle,100.0
d_w,1,1,6.0,False,False,Improper Authentication - Generic,100.0
d_ghost,1,1,10.0,True,False,Uncontrolled Resource Consumption,100.0
d4rkrai,1,0,12.0,False,False,Use of Cryptographically Weak Pseudo-Random Number Generator (PRNG),0.0
cymtrick,1,1,8.0,False,False,Cross-Site Request Forgery (CSRF),100.0
cyphar,1,1,8.0,False,False,Improper Authentication - Generic,100.0
cypher-28,1,1,107.0,True,False,Server-Side Request Forgery (SSRF),100.0
czchen,1,1,16.0,False,False,Improper Access Control - Generic,100.0
bee13oy,1,1,1.0,False,False,Memory Corruption - Generic,100.0
d0znpp,1,1,25.0,False,False,Improper Authentication - Generic,100.0
d1710x,1,1,10.0,False,False,Violation of Secure Design Principles,100.0
beched,1,1,14.0,False,False,Code Injection,100.0
d3417_,1,1,203.0,False,False,SQL Injection,100.0
d3ad1y_b0073r,1,1,2.0,False,False,Information Disclosure,100.0
becfe31193676118ae5073d,1,1,88.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
bebiks,1,1,203.0,True,False,Information Disclosure,100.0
d3tonator,1,1,14.0,True,False,Insufficient Session Expiration,100.0
d4d1a179c0f3,1,0,9.0,False,False,Information Disclosure,0.0
d4nny,1,1,3.0,False,False,Uncontrolled Resource Consumption,100.0
beastglatisant,1,1,13.0,False,False,Cross-Site Request Forgery (CSRF),100.0
d4rk_r0s3,1,0,0.0,False,False,Misconfiguration,0.0
darkag29,1,0,12.0,False,False,Violation of Secure Design Principles,0.0
darkdream,1,1,43.0,True,False,Cross-site Scripting (XSS) - Stored,100.0
devashishsoni,1,1,19.0,True,False,Cross-site Scripting (XSS) - Reflected,100.0
delimitry,1,1,5.0,False,False,Violation of Secure Design Principles,100.0
decoder,1,1,1.0,False,False,Memory Corruption - Generic,100.0
dedoc,1,1,13.0,False,False,Improper Access Control - Generic,100.0
bbc6dfb7d3878289f2f98d4,1,0,5.0,False,False,,0.0
deepaktest30,1,1,13.0,False,False,,100.0
deepankerchawla,1,1,258.0,True,True,Information Disclosure,100.0
deepsurface-robert,1,1,8.0,False,False,Privilege Escalation,100.0
deeptiman,1,1,41.0,False,False,Improper Access Control - Generic,100.0
deepvvm,1,1,9.0,True,False,Improper Access Control - Generic,100.0
delite,1,1,19.0,False,False,Improper Access Control - Generic,100.0
darkdude,1,0,9.0,False,False,Cross-site Scripting (XSS) - Generic,0.0
demon1c,1,1,11.0,True,False,PHP Local File Inclusion,100.0
bb89e4af088379499c73f7d,1,1,209.0,False,False,Information Disclosure,100.0
den1al,1,1,21.0,False,False,Deserialization of Untrusted Data,100.0
bb343cc5cbd74210c09dafe,1,1,7.0,False,False,Violation of Secure Design Principles,100.0
denull,1,1,1.0,False,False,Information Disclosure,100.0
derek0405,1,1,3.0,False,False,Cleartext Storage of Sensitive Information,100.0
dertajora,1,1,20.0,False,False,Business Logic Errors,100.0
bazzy,1,1,217.0,False,False,SQL Injection,100.0
decay,1,0,1.0,False,False,Cross-site Scripting (XSS) - Generic,0.0
deathpoolxrs,1,1,8.0,True,False,Improper Restriction of Authentication Attempts,100.0
deadlock,1,1,0.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
ddaasddd,1,1,17.0,False,False,,100.0
darkerhack,1,1,4.0,False,False,Information Exposure Through an Error Message,100.0
darkknight4688,1,1,8.0,False,False,Improper Access Control - Generic,100.0
darknight776,1,1,6.0,False,False,Violation of Secure Design Principles,100.0
darkprism,1,1,27.0,False,False,,100.0
darkshadow1733,1,1,11.0,False,False,Privilege Escalation,100.0
darwinks,1,1,29.0,False,False,Insecure Direct Object Reference (IDOR),100.0
das7pad,1,1,47.0,False,False,Uncontrolled Resource Consumption,100.0
dashingjaved,1,1,8.0,False,False,Improper Access Control - Generic,100.0
dataalchemist,1,1,11.0,False,False,Improper Authentication - Generic,100.0
bcbc04131e9a7775cc46c97,1,0,10.0,False,False,Improper Access Control - Generic,0.0
bcb36deb8e20f5017d3f77b,1,0,4.0,False,False,Cryptographic Issues - Generic,0.0
david_h1,1,1,8.0,False,False,CRLF Injection,100.0
bca,1,1,4.0,False,False,Violation of Secure Design Principles,100.0
bc61a6bcad5cbde580710c4,1,1,344.0,False,False,Business Logic Errors,100.0
dawning12,1,1,38.0,False,False,Cross-Site Request Forgery (CSRF),100.0
dawody,1,1,29.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
dblack,1,1,7.0,False,False,Command Injection - Generic,100.0
ashmek,1,0,1.0,False,False,Privilege Escalation,0.0
iamnoooob,1,1,44.0,True,True,Code Injection,100.0
iamnot1337,1,0,1.0,False,False,,0.0
alishah,1,1,71.0,True,False,Improper Authentication - Generic,100.0
allenaleen,1,0,4.0,False,False,Information Disclosure,0.0
mega9,1,1,55.0,True,False,,100.0
megocode3,1,0,3.0,False,False,Information Disclosure,0.0
alitoni224,1,1,10.0,True,False,Information Disclosure,100.0
mehulpanchal007,1,1,7.0,False,False,Cross-Site Request Forgery (CSRF),100.0
meinereiner,1,1,15.0,False,False,Improper Authentication - Generic,100.0
meitis,1,1,44.0,False,False,Uncontrolled Resource Consumption,100.0
melar_dev,1,1,27.0,False,False,Insufficiently Protected Credentials,100.0
meliodas19,1,1,48.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
meena_hack,1,0,15.0,False,False,Command Injection - Generic,0.0
alirazzaq4,1,0,3.0,False,False,Weak Cryptography for Passwords,0.0
meow-hacker-meow,1,1,5.0,False,False,Privilege Escalation,100.0
meowday,1,1,14.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
meraxes,1,1,7.0,False,False,Server-Side Request Forgery (SSRF),100.0
merbin,1,1,30.0,False,False,Misconfiguration,100.0
mercurii,1,1,1.0,False,False,Cross-Site Request Forgery (CSRF),100.0
mertergun305,1,1,14.0,False,False,Uncontrolled Resource Consumption,100.0
alimanshester,1,1,14.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
almaco,1,1,139.0,False,False,Cross-site Scripting (XSS) - DOM,100.0
medmahmoudi,1,1,148.0,True,False,Cross-Site Request Forgery (CSRF),100.0
iampuky,1,1,78.0,False,False,Path Traversal,100.0
mchinmoy,1,0,9.0,False,False,Heap Overflow,0.0
max2x,1,1,24.0,False,False,Forced Browsing,100.0
alpertecimer,1,1,6.0,False,False,,100.0
mayankraheja069,1,0,6.0,False,False,Phishing,0.0
mayllart,1,1,15.0,False,False,Code Injection,100.0
mazengamal,1,1,3.0,False,False,Improper Authentication - Generic,100.0
mazmur,1,1,6.0,False,False,Information Disclosure,100.0
mbit,1,1,80.0,False,False,Missing Encryption of Sensitive Data,100.0
mcbazza,1,1,3.0,False,False,Improper Access Control - Generic,100.0
mclaren650sspider,1,1,333.0,True,True,Server-Side Request Forgery (SSRF),100.0
medianmedianstride,1,0,1.0,False,False,Improper Check or Handling of Exceptional Conditions,0.0
mcollina,1,1,9.0,False,False,Uncontrolled Resource Consumption,100.0
md-firdous,1,0,2.0,False,False,,0.0
md4,1,1,42.0,False,False,Integer Overflow,100.0
mdakh404,1,1,6.0,True,False,Cross-site Scripting (XSS) - Reflected,100.0
mdfarhanchowdhuryhasin,1,1,9.0,False,False,Information Disclosure,100.0
mdivecky,1,1,47.0,False,False,Privacy Violation,100.0
aloneh1,1,1,69.0,True,False,,100.0
mecrope,1,0,14.0,False,False,,0.0
mester_x,1,1,19.0,True,False,Improper Authentication - Generic,100.0
alihassam95,1,1,12.0,False,False,Insecure Direct Object Reference (IDOR),100.0
mgf15,1,1,53.0,False,False,Cross-Site Request Forgery (CSRF),100.0
mipu94,1,0,2.0,False,False,Integer Underflow,0.0
milankatwal99,1,1,210.0,True,False,Phishing,100.0
milly,1,1,452.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
min4tor,1,1,13.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
mindingdata,1,1,4.0,False,False,Improper Access Control - Generic,100.0
blackzero,1,0,1.0,False,False,Code Injection,0.0
mingtao,1,1,7.0,False,False,Man-in-the-Middle,100.0
mini,1,0,1.0,False,False,Privilege Escalation,0.0
