year_month,vulnerability_type,report_count,bounty_count,organization_count,bounty_percentage
2019-10,Improper Null Termination,1,0,1,0.0
2019-10,Modification of Assumed-Immutable Data (MAID),1,0,1,0.0
2019-10,OS Command Injection,1,0,1,0.0
2019-10,Out-of-bounds Read,1,1,1,100.0
2019-10,Remote File Inclusion,1,1,1,100.0
2019-10,Unrestricted Upload of File with Dangerous Type,1,0,1,0.0
2019-10,Unverified Password Change,1,0,1,0.0
2019-10,Violation of Secure Design Principles,1,1,1,100.0
2019-11,,13,7,7,53.85
2019-11,Cross-site Scripting (XSS) - Reflected,10,8,3,80.0
2019-11,Cross-site Scripting (XSS) - Stored,7,5,6,71.43
2019-11,Improper Authentication - Generic,6,3,5,50.0
2019-11,Server-Side Request Forgery (SSRF),6,5,4,83.33
2019-11,Improper Access Control - Generic,5,1,5,20.0
2019-11,Information Disclosure,5,4,5,80.0
2019-11,Insecure Direct Object Reference (IDOR),5,4,4,80.0
2019-11,Violation of Secure Design Principles,4,3,4,75.0
2019-11,Business Logic Errors,3,2,3,66.67
2019-11,Cross-Site Request Forgery (CSRF),3,2,3,66.67
2019-11,Cryptographic Issues - Generic,3,1,3,33.33
2019-11,HTTP Request Smuggling,3,3,3,100.0
2019-11,Improper Restriction of Authentication Attempts,3,3,2,100.0
2019-11,Open Redirect,3,1,2,33.33
2019-11,Path Traversal,3,1,2,33.33
2019-11,Privilege Escalation,3,2,3,66.67
2019-11,CRLF Injection,2,2,1,100.0
2019-11,Code Injection,2,0,1,0.0
2019-11,Cross-site Scripting (XSS) - DOM,2,1,2,50.0
2019-11,Improper Input Validation,2,2,2,100.0
2019-11,SQL Injection,2,2,1,100.0
2019-11,Session Fixation,2,1,2,50.0
2019-11,UI Redressing (Clickjacking),2,0,2,0.0
2019-11,Uncontrolled Resource Consumption,2,1,2,50.0
2019-11,Authentication Bypass Using an Alternate Path or Channel,1,1,1,100.0
2019-11,Buffer Over-read,1,1,1,100.0
2019-11,Cleartext Transmission of Sensitive Information,1,1,1,100.0
2019-11,Command Injection - Generic,1,1,1,100.0
2019-11,Cross-site Scripting (XSS) - Generic,1,1,1,100.0
2019-11,Improper Authorization,1,0,1,0.0
2019-11,Improper Certificate Validation,1,1,1,100.0
2019-11,"Improper Neutralization of Escape, Meta, or Control Sequences",1,1,1,100.0
2019-11,Insufficiently Protected Credentials,1,0,1,0.0
2019-11,Misconfiguration,1,1,1,100.0
2019-11,Missing Authentication for Critical Function,1,1,1,100.0
2019-11,Privacy Violation,1,1,1,100.0
2019-11,Remote File Inclusion,1,1,1,100.0
2019-12,Cross-site Scripting (XSS) - Reflected,10,3,7,30.0
2019-12,Cross-site Scripting (XSS) - Stored,9,5,6,55.56
2019-12,,8,8,4,100.0
2019-12,Improper Access Control - Generic,7,3,5,42.86
2019-12,Improper Authentication - Generic,6,2,6,33.33
2019-12,Insecure Direct Object Reference (IDOR),6,3,4,50.0
2019-12,Information Disclosure,5,2,3,40.0
2019-12,Violation of Secure Design Principles,5,3,4,60.0
2019-12,Open Redirect,3,1,2,33.33
2019-12,Privilege Escalation,3,2,3,66.67
2019-12,Business Logic Errors,2,2,2,100.0
2019-12,Cross-site Scripting (XSS) - DOM,2,0,2,0.0
2019-12,Information Exposure Through Directory Listing,2,0,1,0.0
2019-12,Man-in-the-Middle,2,1,2,50.0
2019-12,SQL Injection,2,0,2,0.0
2019-12,Server-Side Request Forgery (SSRF),2,1,2,50.0
2019-12,Uncontrolled Resource Consumption,2,2,2,100.0
2019-12,XML External Entities (XXE),2,2,2,100.0
2019-12,Classic Buffer Overflow,1,1,1,100.0
2019-12,Cleartext Transmission of Sensitive Information,1,1,1,100.0
2019-12,Cross-Site Request Forgery (CSRF),1,0,1,0.0
2019-12,Cross-site Scripting (XSS) - Generic,1,0,1,0.0
2019-12,HTTP Request Smuggling,1,1,1,100.0
2019-12,Heap Overflow,1,0,1,0.0
2019-12,Improper Authorization,1,0,1,0.0
2019-12,Improper Input Validation,1,1,1,100.0
2019-12,Improper Restriction of Authentication Attempts,1,1,1,100.0
2019-12,Incorrect Authorization,1,0,1,0.0
2019-12,Information Exposure Through Debug Information,1,1,1,100.0
2019-12,Insecure Storage of Sensitive Information,1,0,1,0.0
2019-12,Password in Configuration File,1,0,1,0.0
2019-12,Path Traversal,1,0,1,0.0
2019-12,Privacy Violation,1,1,1,100.0
2019-12,Reliance on Untrusted Inputs in a Security Decision,1,0,1,0.0
2019-12,UI Redressing (Clickjacking),1,1,1,100.0
2019-12,Use of Hard-coded Credentials,1,0,1,0.0
2020-01,,14,4,12,28.57
2020-01,Cross-site Scripting (XSS) - Reflected,13,7,10,53.85
2020-01,Server-Side Request Forgery (SSRF),11,3,7,27.27
2020-01,Information Disclosure,10,4,9,40.0
2020-01,Improper Access Control - Generic,8,3,6,37.5
2020-01,Code Injection,6,1,6,16.67
2020-01,Improper Authentication - Generic,6,1,5,16.67
2020-01,Uncontrolled Resource Consumption,6,5,4,83.33
2020-01,Business Logic Errors,4,2,4,50.0
2020-01,Privilege Escalation,4,2,4,50.0
2020-01,Cross-site Scripting (XSS) - Stored,3,1,3,33.33
2020-01,Improper Input Validation,3,1,3,33.33
2020-01,Insecure Direct Object Reference (IDOR),3,2,3,66.67
2020-01,Open Redirect,3,3,2,100.0
2020-01,Violation of Secure Design Principles,3,1,3,33.33
2020-01,Classic Buffer Overflow,2,2,2,100.0
2020-01,Cross-Site Request Forgery (CSRF),2,2,1,100.0
2020-01,Cross-site Scripting (XSS) - DOM,2,2,1,100.0
2020-01,Information Exposure Through an Error Message,2,0,2,0.0
2020-01,Path Traversal,2,1,2,50.0
2020-01,SQL Injection,2,1,2,50.0
2020-01,Authentication Bypass Using an Alternate Path or Channel,1,1,1,100.0
2020-01,Buffer Over-read,1,1,1,100.0
2020-01,CRLF Injection,1,0,1,0.0
2020-01,Exposed Dangerous Method or Function,1,0,1,0.0
2020-01,HTTP Request Smuggling,1,1,1,100.0
2020-01,Improper Restriction of Authentication Attempts,1,1,1,100.0
2020-01,Information Exposure Through Directory Listing,1,0,1,0.0
2020-01,Insecure Storage of Sensitive Information,1,1,1,100.0
2020-01,Insufficient Session Expiration,1,1,1,100.0
2020-01,Insufficiently Protected Credentials,1,0,1,0.0
2020-01,Memory Corruption - Generic,1,1,1,100.0
2020-01,Missing Authentication for Critical Function,1,1,1,100.0
2020-01,Out-of-bounds Read,1,1,1,100.0
2020-01,Phishing,1,1,1,100.0
2020-01,Privacy Violation,1,1,1,100.0
2020-01,Resource Injection,1,1,1,100.0
2020-01,Security Through Obscurity,1,0,1,0.0
2020-01,UI Redressing (Clickjacking),1,0,1,0.0
2020-02,Cross-site Scripting (XSS) - Reflected,14,7,5,50.0
2020-02,Cross-Site Request Forgery (CSRF),9,4,7,44.44
2020-02,Information Disclosure,9,3,7,33.33
2020-02,,7,6,4,85.71
2020-02,Cross-site Scripting (XSS) - Stored,7,4,6,57.14
2020-02,Improper Access Control - Generic,6,3,4,50.0
2020-02,Improper Authentication - Generic,4,2,3,50.0
2020-02,Uncontrolled Resource Consumption,4,2,4,50.0
2020-02,Violation of Secure Design Principles,4,3,4,75.0
2020-02,Buffer Over-read,3,3,1,100.0
2020-02,Classic Buffer Overflow,3,3,2,100.0
2020-02,Information Exposure Through Directory Listing,3,0,3,0.0
2020-02,Modification of Assumed-Immutable Data (MAID),3,1,2,33.33
2020-02,Open Redirect,3,2,3,66.67
2020-02,Privacy Violation,3,2,1,66.67
2020-02,Server-Side Request Forgery (SSRF),3,1,3,33.33
2020-02,Code Injection,2,1,2,50.0
2020-02,Cross-site Scripting (XSS) - DOM,2,2,1,100.0
2020-02,Improper Authorization,2,2,2,100.0
2020-02,Improper Null Termination,2,2,1,100.0
2020-02,Insecure Direct Object Reference (IDOR),2,1,2,50.0
2020-02,Insufficiently Protected Credentials,2,0,1,0.0
2020-02,Misconfiguration,2,0,2,0.0
2020-02,Path Traversal,2,1,2,50.0
2020-02,Phishing,2,0,2,0.0
2020-02,SQL Injection,2,2,1,100.0
2020-02,Array Index Underflow,1,0,1,0.0
2020-02,Business Logic Errors,1,1,1,100.0
2020-02,CRLF Injection,1,1,1,100.0
2020-02,Client-Side Enforcement of Server-Side Security,1,1,1,100.0
2020-02,Command Injection - Generic,1,1,1,100.0
2020-02,Cross-site Scripting (XSS) - Generic,1,1,1,100.0
2020-02,Improper Restriction of Authentication Attempts,1,0,1,0.0
2020-02,Information Exposure Through Debug Information,1,1,1,100.0
2020-02,Information Exposure Through an Error Message,1,0,1,0.0
2020-02,NULL Pointer Dereference,1,1,1,100.0
2020-02,Out-of-bounds Read,1,1,1,100.0
2020-02,Plaintext Storage of a Password,1,0,1,0.0
2020-02,Privilege Escalation,1,1,1,100.0
2020-02,Resource Injection,1,1,1,100.0
2020-02,Time-of-check Time-of-use (TOCTOU) Race Condition,1,1,1,100.0
2020-02,Use of Hard-coded Credentials,1,0,1,0.0
2020-02,Weak Password Recovery Mechanism for Forgotten Password,1,0,1,0.0
2020-03,Improper Access Control - Generic,11,6,9,54.55
2020-03,Code Injection,8,4,5,50.0
2020-03,Server-Side Request Forgery (SSRF),7,6,7,85.71
2020-03,,6,4,5,66.67
2020-03,Violation of Secure Design Principles,6,2,5,33.33
2020-03,Business Logic Errors,5,1,3,20.0
2020-03,Information Disclosure,5,3,5,60.0
2020-03,Cross-Site Request Forgery (CSRF),4,3,4,75.0
2020-03,Cross-site Scripting (XSS) - Stored,4,2,3,50.0
2020-03,Improper Authentication - Generic,4,1,3,25.0
2020-03,Uncontrolled Resource Consumption,4,2,4,50.0
2020-03,Improper Restriction of Authentication Attempts,3,1,3,33.33
2020-03,Path Traversal,3,2,2,66.67
2020-03,Privilege Escalation,3,3,3,100.0
2020-03,Buffer Over-read,2,2,1,100.0
2020-03,Classic Buffer Overflow,2,1,2,50.0
2020-03,Cleartext Storage of Sensitive Information,2,0,2,0.0
2020-03,Command Injection - Generic,2,1,2,50.0
2020-03,Cross-site Scripting (XSS) - DOM,2,2,2,100.0
2020-03,Cross-site Scripting (XSS) - Generic,2,1,1,50.0
2020-03,Cross-site Scripting (XSS) - Reflected,2,0,2,0.0
2020-03,Insecure Direct Object Reference (IDOR),2,1,2,50.0
2020-03,Man-in-the-Middle,2,2,2,100.0
2020-03,Privacy Violation,2,1,2,50.0
2020-03,Unrestricted Upload of File with Dangerous Type,2,1,2,50.0
2020-03,Authentication Bypass Using an Alternate Path or Channel,1,1,1,100.0
2020-03,Heap Overflow,1,1,1,100.0
2020-03,Improper Handling of URL Encoding (Hex Encoding),1,1,1,100.0
2020-03,Improper Input Validation,1,0,1,0.0
2020-03,Information Exposure Through an Error Message,1,1,1,100.0
2020-03,Insecure Storage of Sensitive Information,1,0,1,0.0
2020-03,Insufficiently Protected Credentials,1,0,1,0.0
2020-03,Misconfiguration,1,1,1,100.0
2020-03,Modification of Assumed-Immutable Data (MAID),1,0,1,0.0
2020-03,OS Command Injection,1,0,1,0.0
2020-03,Open Redirect,1,0,1,0.0
2020-03,SQL Injection,1,1,1,100.0
2020-03,Stack Overflow,1,1,1,100.0
2020-03,UI Redressing (Clickjacking),1,0,1,0.0
2020-03,Use After Free,1,1,1,100.0
2020-03,Use of Cryptographically Weak Pseudo-Random Number Generator (PRNG),1,1,1,100.0
2020-04,,12,8,7,66.67
2020-04,Cross-site Scripting (XSS) - Stored,12,5,6,41.67
2020-04,Improper Access Control - Generic,8,8,7,100.0
2020-04,Information Disclosure,8,6,8,75.0
2020-04,Server-Side Request Forgery (SSRF),8,5,8,62.5
2020-04,Cross-site Scripting (XSS) - Reflected,7,4,5,57.14
2020-04,Insecure Direct Object Reference (IDOR),6,2,6,33.33
2020-04,Cross-Site Request Forgery (CSRF),5,1,3,20.0
2020-04,Cross-site Scripting (XSS) - Generic,5,2,4,40.0
2020-04,Open Redirect,5,1,5,20.0
2020-04,Uncontrolled Resource Consumption,5,4,5,80.0
2020-04,Privilege Escalation,4,3,3,75.0
2020-04,SQL Injection,4,4,2,100.0
2020-04,Code Injection,3,1,3,33.33
2020-04,Improper Authentication - Generic,3,1,3,33.33
2020-04,Misconfiguration,3,2,2,66.67
2020-04,Path Traversal,3,2,3,66.67
2020-04,Phishing,3,1,3,33.33
2020-04,Command Injection - Generic,2,0,1,0.0
2020-04,Improper Authorization,2,0,1,0.0
2020-04,Insecure Storage of Sensitive Information,2,1,2,50.0
2020-04,Business Logic Errors,1,1,1,100.0
2020-04,CRLF Injection,1,1,1,100.0
2020-04,Cross-site Scripting (XSS) - DOM,1,0,1,0.0
2020-04,Cryptographic Issues - Generic,1,1,1,100.0
2020-04,Deserialization of Untrusted Data,1,0,1,0.0
2020-04,External Control of Critical State Data,1,0,1,0.0
2020-04,HTTP Response Splitting,1,1,1,100.0
2020-04,Improper Input Validation,1,0,1,0.0
2020-04,Improper Restriction of Authentication Attempts,1,1,1,100.0
2020-04,Insufficiently Protected Credentials,1,1,1,100.0
2020-04,Time-of-check Time-of-use (TOCTOU) Race Condition,1,1,1,100.0
2020-04,UI Redressing (Clickjacking),1,0,1,0.0
2020-04,Unverified Password Change,1,1,1,100.0
2020-04,Violation of Secure Design Principles,1,0,1,0.0
2020-04,XML External Entities (XXE),1,0,1,0.0
2020-04,XML Injection,1,0,1,0.0
2020-05,Information Disclosure,16,10,11,62.5
2020-05,Cross-site Scripting (XSS) - Stored,14,8,9,57.14
2020-05,,12,6,9,50.0
2020-05,Cross-site Scripting (XSS) - Reflected,12,0,5,0.0
2020-05,Cross-site Scripting (XSS) - DOM,7,5,5,71.43
2020-05,Improper Access Control - Generic,7,3,7,42.86
2020-05,Uncontrolled Resource Consumption,7,4,4,57.14
2020-05,Cross-Site Request Forgery (CSRF),6,1,2,16.67
2020-05,Business Logic Errors,4,2,4,50.0
2020-05,Improper Authentication - Generic,4,1,4,25.0
2020-05,SQL Injection,4,2,3,50.0
2020-05,Code Injection,3,2,3,66.67
2020-05,Command Injection - Generic,3,0,1,0.0
2020-05,HTTP Request Smuggling,3,2,3,66.67
2020-05,Insecure Direct Object Reference (IDOR),3,1,3,33.33
2020-05,Modification of Assumed-Immutable Data (MAID),3,0,1,0.0
2020-05,Server-Side Request Forgery (SSRF),3,2,3,66.67
2020-05,Cleartext Storage of Sensitive Information,2,0,2,0.0
2020-05,Cross-site Scripting (XSS) - Generic,2,1,2,50.0
2020-05,Information Exposure Through an Error Message,2,1,2,50.0
2020-05,OS Command Injection,2,0,2,0.0
2020-05,Path Traversal,2,2,2,100.0
2020-05,Plaintext Storage of a Password,2,0,2,0.0
2020-05,Violation of Secure Design Principles,2,0,2,0.0
2020-05,Array Index Underflow,1,1,1,100.0
2020-05,Buffer Underflow,1,0,1,0.0
2020-05,Client-Side Enforcement of Server-Side Security,1,1,1,100.0
2020-05,Cryptographic Issues - Generic,1,0,1,0.0
2020-05,Double Free,1,0,1,0.0
2020-05,Incorrect Calculation of Buffer Size,1,0,1,0.0
2020-05,Insecure Storage of Sensitive Information,1,0,1,0.0
2020-05,Integer Overflow,1,0,1,0.0
2020-05,Man-in-the-Middle,1,0,1,0.0
2020-05,Misconfiguration,1,0,1,0.0
2020-05,Privilege Escalation,1,0,1,0.0
2020-05,Storing Passwords in a Recoverable Format,1,0,1,0.0
2020-05,Use of Hard-coded Credentials,1,0,1,0.0
2020-05,Weak Password Recovery Mechanism for Forgotten Password,1,1,1,100.0
2020-06,,34,21,6,61.76
2020-06,Information Disclosure,16,7,10,43.75
2020-06,Improper Access Control - Generic,9,3,4,33.33
2020-06,Privilege Escalation,9,3,4,33.33
2020-06,Server-Side Request Forgery (SSRF),9,6,4,66.67
2020-06,Uncontrolled Resource Consumption,8,4,6,50.0
2020-06,Cross-site Scripting (XSS) - Stored,7,2,5,28.57
2020-06,Business Logic Errors,5,5,4,100.0
2020-06,Code Injection,5,0,3,0.0
2020-06,Cross-site Scripting (XSS) - Reflected,5,3,4,60.0
2020-06,Cross-site Scripting (XSS) - DOM,4,2,4,50.0
2020-06,Improper Authentication - Generic,4,3,4,75.0
2020-06,Improper Restriction of Authentication Attempts,4,2,4,50.0
2020-06,Insecure Direct Object Reference (IDOR),4,4,4,100.0
2020-06,Improper Privilege Management,3,2,3,66.67
2020-06,Violation of Secure Design Principles,3,1,2,33.33
2020-06,Cross-Site Request Forgery (CSRF),2,1,2,50.0
2020-06,Cross-site Scripting (XSS) - Generic,2,2,2,100.0
2020-06,Externally Controlled Reference to a Resource in Another Sphere,2,0,1,0.0
2020-06,LDAP Injection,2,0,1,0.0
2020-06,SQL Injection,2,2,1,100.0
2020-06,CRLF Injection,1,0,1,0.0
2020-06,Cleartext Storage of Sensitive Information,1,0,1,0.0
2020-06,Cryptographic Issues - Generic,1,1,1,100.0
2020-06,Heap Overflow,1,1,1,100.0
2020-06,Improper Certificate Validation,1,1,1,100.0
2020-06,Improper Input Validation,1,0,1,0.0
2020-06,Improper Neutralization of HTTP Headers for Scripting Syntax,1,0,1,0.0
2020-06,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),1,0,1,0.0
2020-06,Inadequate Encryption Strength,1,1,1,100.0
2020-06,Information Exposure Through an Error Message,1,1,1,100.0
2020-06,Insecure Storage of Sensitive Information,1,0,1,0.0
2020-06,Man-in-the-Middle,1,0,1,0.0
2020-06,Misconfiguration,1,0,1,0.0
2020-06,Modification of Assumed-Immutable Data (MAID),1,0,1,0.0
2020-06,OS Command Injection,1,0,1,0.0
2020-06,Open Redirect,1,0,1,0.0
2020-06,Privacy Violation,1,1,1,100.0
2020-06,Reliance on Cookies without Validation and Integrity Checking in a Security Decision,1,0,1,0.0
2020-06,Remote File Inclusion,1,1,1,100.0
2020-06,Unrestricted Upload of File with Dangerous Type,1,0,1,0.0
2020-06,Use After Free,1,1,1,100.0
2020-06,Use of Inherently Dangerous Function,1,1,1,100.0
2020-07,,15,10,8,66.67
2020-07,Information Disclosure,12,4,10,33.33
2020-07,Cross-site Scripting (XSS) - Stored,11,4,7,36.36
2020-07,Cross-site Scripting (XSS) - Reflected,9,6,7,66.67
2020-07,Improper Access Control - Generic,9,3,8,33.33
2020-07,Improper Restriction of Authentication Attempts,7,7,1,100.0
2020-07,Insecure Direct Object Reference (IDOR),7,6,4,85.71
2020-07,Path Traversal,7,3,5,42.86
2020-07,Business Logic Errors,5,0,3,0.0
2020-07,Improper Authentication - Generic,5,4,5,80.0
2020-07,Privilege Escalation,5,2,3,40.0
2020-07,Cross-Site Request Forgery (CSRF),4,0,4,0.0
2020-07,SQL Injection,4,1,3,25.0
2020-07,Uncontrolled Resource Consumption,4,3,4,75.0
2020-07,Violation of Secure Design Principles,4,1,4,25.0
2020-07,Code Injection,3,1,3,33.33
2020-07,Cross-site Scripting (XSS) - Generic,3,1,2,33.33
2020-07,Deserialization of Untrusted Data,3,0,3,0.0
2020-07,Server-Side Request Forgery (SSRF),3,1,2,33.33
2020-07,Command Injection - Generic,2,0,2,0.0
2020-07,HTTP Request Smuggling,2,2,2,100.0
2020-07,Improper Handling of Insufficient Permissions or Privileges,2,0,2,0.0
2020-07,UI Redressing (Clickjacking),2,1,2,50.0
2020-07,Authentication Bypass Using an Alternate Path or Channel,1,0,1,0.0
2020-07,Cleartext Storage of Sensitive Information,1,0,1,0.0
2020-07,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),1,0,1,0.0
2020-07,Double Free,1,1,1,100.0
2020-07,Improper Certificate Validation,1,0,1,0.0
2020-07,Insufficient Session Expiration,1,0,1,0.0
2020-07,Misconfiguration,1,1,1,100.0
2020-07,OS Command Injection,1,0,1,0.0
2020-07,Open Redirect,1,0,1,0.0
2020-07,Security Through Obscurity,1,1,1,100.0
2020-08,Information Disclosure,19,9,11,47.37
2020-08,,13,9,9,69.23
2020-08,Cross-site Scripting (XSS) - Reflected,11,9,8,81.82
2020-08,Cross-site Scripting (XSS) - Stored,9,8,6,88.89
2020-08,Improper Access Control - Generic,8,6,7,75.0
2020-08,Insecure Direct Object Reference (IDOR),8,6,6,75.0
2020-08,Path Traversal,6,1,2,16.67
2020-08,Violation of Secure Design Principles,4,3,4,75.0
2020-08,Command Injection - Generic,3,1,2,33.33
2020-08,Improper Authentication - Generic,3,2,3,66.67
2020-08,Open Redirect,3,1,3,33.33
2020-08,Privilege Escalation,3,3,1,100.0
2020-08,SQL Injection,3,1,3,33.33
2020-08,Business Logic Errors,2,2,2,100.0
2020-08,Cleartext Storage of Sensitive Information,2,2,1,100.0
2020-08,Code Injection,2,0,1,0.0
2020-08,Cross-site Scripting (XSS) - Generic,2,1,2,50.0
2020-08,HTTP Request Smuggling,2,2,2,100.0
2020-08,Information Exposure Through Debug Information,2,0,1,0.0
2020-08,UI Redressing (Clickjacking),2,1,2,50.0
2020-08,Uncontrolled Resource Consumption,2,1,2,50.0
2020-08,Buffer Over-read,1,1,1,100.0
2020-08,Classic Buffer Overflow,1,1,1,100.0
2020-08,Cleartext Transmission of Sensitive Information,1,1,1,100.0
2020-08,Cross-Site Request Forgery (CSRF),1,1,1,100.0
2020-08,Cross-site Scripting (XSS) - DOM,1,0,1,0.0
2020-08,Cryptographic Issues - Generic,1,1,1,100.0
2020-08,Failure to Sanitize Special Elements into a Different Plane (Special Element Injection),1,1,1,100.0
2020-08,Improper Authorization,1,1,1,100.0
2020-08,Improper Restriction of Authentication Attempts,1,0,1,0.0
2020-08,Insufficiently Protected Credentials,1,1,1,100.0
2020-08,Malware,1,0,1,0.0
2020-08,Misconfiguration,1,0,1,0.0
2020-08,Missing Authorization,1,1,1,100.0
2020-08,Modification of Assumed-Immutable Data (MAID),1,0,1,0.0
2020-08,OS Command Injection,1,1,1,100.0
2020-08,Reliance on Untrusted Inputs in a Security Decision,1,0,1,0.0
2020-08,Server-Side Request Forgery (SSRF),1,0,1,0.0
2020-08,Type Confusion,1,1,1,100.0
2020-08,Unrestricted Upload of File with Dangerous Type,1,0,1,0.0
2020-08,Use After Free,1,1,1,100.0
2020-09,,9,7,5,77.78
2020-09,Cross-site Scripting (XSS) - Reflected,7,3,5,42.86
2020-09,Cross-site Scripting (XSS) - Stored,7,7,4,100.0
2020-09,Improper Access Control - Generic,7,5,6,71.43
2020-09,Information Disclosure,7,4,7,57.14
2020-09,Insecure Direct Object Reference (IDOR),5,5,5,100.0
2020-09,Business Logic Errors,4,3,4,75.0
2020-09,Improper Authentication - Generic,4,2,4,50.0
2020-09,Improper Restriction of Authentication Attempts,4,2,4,50.0
2020-09,Open Redirect,4,3,4,75.0
2020-09,SQL Injection,4,1,3,25.0
2020-09,Cross-Site Request Forgery (CSRF),3,3,3,100.0
2020-09,Code Injection,2,0,1,0.0
2020-09,Command Injection - Generic,2,0,2,0.0
2020-09,Cross-site Scripting (XSS) - DOM,2,2,2,100.0
2020-09,Cross-site Scripting (XSS) - Generic,2,2,2,100.0
2020-09,Path Traversal,2,1,2,50.0
2020-09,Violation of Secure Design Principles,2,1,2,50.0
2020-09,Array Index Underflow,1,1,1,100.0
2020-09,Client-Side Enforcement of Server-Side Security,1,0,1,0.0
2020-09,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),1,0,1,0.0
2020-09,Deserialization of Untrusted Data,1,1,1,100.0
2020-09,File and Directory Information Exposure,1,1,1,100.0
2020-09,Forced Browsing,1,0,1,0.0
2020-09,Improper Certificate Validation,1,0,1,0.0
2020-09,Improper Neutralization of HTTP Headers for Scripting Syntax,1,1,1,100.0
2020-09,Insufficiently Protected Credentials,1,1,1,100.0
2020-09,Man-in-the-Middle,1,0,1,0.0
2020-09,Modification of Assumed-Immutable Data (MAID),1,0,1,0.0
2020-09,Privacy Violation,1,0,1,0.0
2020-09,Privilege Escalation,1,1,1,100.0
2020-09,Reliance on Cookies without Validation and Integrity Checking in a Security Decision,1,1,1,100.0
2020-09,Server-Side Request Forgery (SSRF),1,0,1,0.0
2020-09,UI Redressing (Clickjacking),1,1,1,100.0
2020-09,Uncontrolled Resource Consumption,1,1,1,100.0
2020-10,Information Disclosure,13,8,6,61.54
2020-10,Improper Access Control - Generic,12,8,8,66.67
2020-10,Cross-site Scripting (XSS) - Stored,11,7,11,63.64
2020-10,Cross-Site Request Forgery (CSRF),8,5,4,62.5
2020-10,Cross-site Scripting (XSS) - Reflected,8,5,4,62.5
2020-10,,6,5,4,83.33
2020-10,Business Logic Errors,5,1,5,20.0
2020-10,Improper Authentication - Generic,5,4,3,80.0
2020-10,Uncontrolled Resource Consumption,5,4,5,80.0
2020-10,Cross-site Scripting (XSS) - DOM,4,2,4,50.0
2020-10,Privilege Escalation,4,2,4,50.0
2020-10,Improper Restriction of Authentication Attempts,3,3,1,100.0
2020-10,Insecure Direct Object Reference (IDOR),3,1,2,33.33
2020-10,Insufficient Session Expiration,3,1,3,33.33
2020-10,SQL Injection,3,0,2,0.0
2020-10,Server-Side Request Forgery (SSRF),3,0,2,0.0
2020-10,Code Injection,2,2,2,100.0
2020-10,Misconfiguration,2,1,2,50.0
2020-10,Path Traversal,2,1,2,50.0
2020-10,Violation of Secure Design Principles,2,1,2,50.0
2020-10,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),1,1,1,100.0
2020-10,Improper Authorization,1,1,1,100.0
2020-10,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),1,1,1,100.0
2020-10,Information Exposure Through Debug Information,1,0,1,0.0
2020-10,Information Exposure Through an Error Message,1,0,1,0.0
2020-10,NULL Pointer Dereference,1,0,1,0.0
2020-10,OS Command Injection,1,1,1,100.0
2020-10,Privacy Violation,1,1,1,100.0
2020-10,Reliance on Cookies without Validation and Integrity Checking in a Security Decision,1,0,1,0.0
2020-10,Type Confusion,1,1,1,100.0
2020-10,User Interface (UI) Misrepresentation of Critical Information,1,1,1,100.0
2020-10,XML Injection,1,0,1,0.0
2020-11,,9,5,9,55.56
2020-11,Cross-site Scripting (XSS) - Reflected,9,6,5,66.67
2020-11,Business Logic Errors,8,4,5,50.0
2020-11,Cross-site Scripting (XSS) - Stored,7,4,7,57.14
2020-11,Improper Access Control - Generic,7,4,6,57.14
2020-11,Information Disclosure,5,5,4,100.0
2020-11,SQL Injection,5,3,4,60.0
2020-11,Cross-site Scripting (XSS) - Generic,4,2,4,50.0
2020-11,Code Injection,3,3,3,100.0
2020-11,Cross-Site Request Forgery (CSRF),3,2,2,66.67
2020-11,Cross-site Scripting (XSS) - DOM,3,3,3,100.0
2020-11,Improper Authentication - Generic,3,2,2,66.67
2020-11,Uncontrolled Resource Consumption,3,2,3,66.67
2020-11,Violation of Secure Design Principles,3,3,3,100.0
2020-11,Cleartext Storage of Sensitive Information,2,1,2,50.0
2020-11,Improper Restriction of Authentication Attempts,2,2,2,100.0
2020-11,Insecure Storage of Sensitive Information,2,1,2,50.0
2020-11,Open Redirect,2,1,2,50.0
2020-11,Path Traversal,2,1,2,50.0
2020-11,Privilege Escalation,2,1,2,50.0
2020-11,Authentication Bypass Using an Alternate Path or Channel,1,0,1,0.0
2020-11,Command Injection - Generic,1,0,1,0.0
2020-11,Improper Certificate Validation,1,1,1,100.0
2020-11,Incorrect Authorization,1,1,1,100.0
2020-11,Information Exposure Through Debug Information,1,0,1,0.0
2020-11,Information Exposure Through Directory Listing,1,1,1,100.0
2020-11,Insecure Direct Object Reference (IDOR),1,0,1,0.0
2020-11,Misconfiguration,1,0,1,0.0
2020-11,NULL Pointer Dereference,1,1,1,100.0
2020-11,Phishing,1,1,1,100.0
2020-11,Security Through Obscurity,1,1,1,100.0
2020-11,Server-Side Request Forgery (SSRF),1,1,1,100.0
2020-11,UI Redressing (Clickjacking),1,1,1,100.0
2020-11,Uncontrolled Recursion,1,0,1,0.0
2020-11,Unverified Password Change,1,0,1,0.0
2020-12,,28,12,7,42.86
